sessionId,timestamp,itemId,category
19406,224,2022-03-05T03:07:11Z,3184,
19407,224,2022-03-05T03:07:12Z,7196,
19408,224,2022-03-05T03:07:17Z,413,
19409,224,2022-03-05T03:07:18Z,2459,
19559,226,2022-03-05T06:53:59Z,8208,
19602,226,2022-03-05T06:57:48Z,6533,
19603,226,2022-03-05T06:57:48Z,6533,
19738,227,2022-03-05T11:22:26Z,7492,
19903,228,2022-03-05T11:50:54Z,5180,
20017,228,2022-03-05T12:07:22Z,1451,
20018,228,2022-03-05T12:07:22Z,1451,
20222,231,2022-03-05T13:23:54Z,2167,
20223,231,2022-03-05T13:23:54Z,2167,
20224,231,2022-03-05T13:24:35Z,9021,
20225,231,2022-03-05T13:25:20Z,2167,
20226,231,2022-03-05T13:25:45Z,4826,
20227,231,2022-03-05T13:25:45Z,4826,
20283,232,2022-03-05T13:35:00Z,6009,
20285,232,2022-03-05T13:35:00Z,6009,
20287,232,2022-03-05T13:37:11Z,6584,
20288,232,2022-03-05T13:37:20Z,6365,
20291,232,2022-03-05T13:38:31Z,6365,
20292,232,2022-03-05T13:38:31Z,6365,
20293,232,2022-03-05T13:38:39Z,6584,
20294,232,2022-03-05T13:39:23Z,8249,
20295,232,2022-03-05T13:39:48Z,141,
20296,232,2022-03-05T13:40:04Z,8440,
20297,232,2022-03-05T13:40:21Z,1295,
20298,232,2022-03-05T13:40:32Z,159,
20299,232,2022-03-05T13:40:59Z,3090,
20300,232,2022-03-05T13:41:27Z,9257,
20301,232,2022-03-05T13:42:01Z,3501,
20302,232,2022-03-05T13:42:19Z,8117,
20303,232,2022-03-05T13:42:41Z,5184,
20304,232,2022-03-05T13:43:06Z,5638,
20305,232,2022-03-05T13:43:26Z,1317,
20363,233,2022-03-05T14:29:39Z,4826,
20364,233,2022-03-05T14:29:39Z,4826,
20368,233,2022-03-05T14:30:22Z,114,
20369,233,2022-03-05T14:30:22Z,114,
20374,233,2022-03-05T14:31:23Z,8343,
20375,233,2022-03-05T14:31:23Z,8343,
20376,233,2022-03-05T14:31:44Z,2167,
20377,233,2022-03-05T14:31:44Z,2167,
20585,235,2022-03-05T15:50:17Z,6317,
20586,235,2022-03-05T15:50:17Z,6317,
20804,238,2022-03-05T16:35:50Z,114,
20805,238,2022-03-05T16:35:50Z,114,
20815,238,2022-03-05T16:36:11Z,114,
20816,238,2022-03-05T16:36:11Z,114,
20987,241,2022-03-05T16:47:14Z,4538,
20989,241,2022-03-05T16:47:14Z,4538,
21050,241,2022-03-05T16:48:06Z,7098,
21052,241,2022-03-05T16:48:06Z,7098,
21067,241,2022-03-05T16:48:23Z,5707,
21071,241,2022-03-05T16:48:35Z,7098,
21079,241,2022-03-05T16:48:47Z,7098,
21085,241,2022-03-05T16:48:47Z,7098,
21125,241,2022-03-05T16:49:13Z,2160,
21126,241,2022-03-05T16:49:13Z,2160,
21151,242,2022-03-05T16:49:46Z,9165,
21217,242,2022-03-05T16:51:10Z,5622,
21218,242,2022-03-05T16:51:10Z,5622,
21439,243,2022-03-05T16:58:33Z,5622,
21440,243,2022-03-05T16:58:33Z,5622,
21607,243,2022-03-05T17:20:41Z,8925,
21608,243,2022-03-05T17:20:41Z,8925,
21609,243,2022-03-05T17:23:15Z,4966,
21610,243,2022-03-05T17:24:10Z,7160,
21611,243,2022-03-05T17:24:45Z,1939,
21634,244,2022-03-05T17:25:28Z,8925,
21700,244,2022-03-05T17:27:15Z,1952,
21701,244,2022-03-05T17:27:15Z,1952,
21732,244,2022-03-05T17:47:23Z,2849,
21768,245,2022-03-05T17:47:44Z,2849,
21774,245,2022-03-05T17:47:44Z,2849,
22269,250,2022-03-05T19:41:19Z,74,
22697,262,2022-03-05T23:15:26Z,7596,
22706,262,2022-03-05T23:15:26Z,7596,
22712,262,2022-03-05T23:15:27Z,7596,
22713,262,2022-03-05T23:15:27Z,7596,
22724,263,2022-03-05T23:15:47Z,7596,
22729,263,2022-03-05T23:15:47Z,7596,
22733,263,2022-03-05T23:16:26Z,3601,
22734,263,2022-03-05T23:16:53Z,7890,
22735,263,2022-03-05T23:17:10Z,3803,
22736,263,2022-03-05T23:17:19Z,2003,
22737,263,2022-03-05T23:17:45Z,3559,
22738,263,2022-03-05T23:17:50Z,4135,
22739,263,2022-03-05T23:17:57Z,5282,
22740,263,2022-03-05T23:18:02Z,2409,
22741,263,2022-03-05T23:18:07Z,8911,
22742,263,2022-03-05T23:18:10Z,4410,
22743,263,2022-03-05T23:18:34Z,9723,
22744,263,2022-03-05T23:18:36Z,7827,
22745,263,2022-03-05T23:18:50Z,6820,
22754,263,2022-03-05T23:18:53Z,9187,
22761,263,2022-03-05T23:18:58Z,9008,
22762,263,2022-03-05T23:19:00Z,4105,
22764,264,2022-03-05T23:19:06Z,4324,
22765,264,2022-03-05T23:19:08Z,5261,
22766,264,2022-03-05T23:19:18Z,7596,
22767,264,2022-03-05T23:19:34Z,6812,
22768,264,2022-03-05T23:19:36Z,6594,
22769,264,2022-03-05T23:19:42Z,5083,
22869,267,2022-03-05T23:30:24Z,2363,
22872,267,2022-03-05T23:30:24Z,2363,
22900,268,2022-03-05T23:32:25Z,6485,
22961,268,2022-03-05T23:33:44Z,3216,
22962,268,2022-03-05T23:33:44Z,3216,
23036,268,2022-03-05T23:35:28Z,6522,
23037,268,2022-03-05T23:35:28Z,6522,
23066,268,2022-03-05T23:35:56Z,9040,
23068,269,2022-03-05T23:36:03Z,6522,
23229,269,2022-03-05T23:46:29Z,492,
23230,269,2022-03-05T23:46:29Z,492,
23326,270,2022-03-06T00:04:56Z,5594,
23359,271,2022-03-06T00:21:18Z,7596,
23361,271,2022-03-06T00:21:18Z,7596,
23372,271,2022-03-06T00:22:12Z,7890,
23374,271,2022-03-06T00:22:25Z,3601,
23375,271,2022-03-06T00:22:29Z,3601,
23541,273,2022-03-06T02:29:09Z,2893,
23543,273,2022-03-06T02:29:09Z,2893,
23750,275,2022-03-06T03:30:11Z,7667,
24143,281,2022-03-06T11:24:08Z,2061,
24153,281,2022-03-06T11:24:22Z,8407,
24154,281,2022-03-06T11:25:01Z,2061,
24308,282,2022-03-06T13:31:39Z,6492,
24317,282,2022-03-06T13:32:26Z,6492,
24323,282,2022-03-06T13:32:35Z,5123,
24324,282,2022-03-06T13:32:40Z,5748,
24325,282,2022-03-06T13:32:41Z,4419,
24326,282,2022-03-06T13:32:49Z,7966,
24327,282,2022-03-06T13:32:54Z,1794,
24328,282,2022-03-06T13:32:58Z,3261,
24329,282,2022-03-06T13:33:04Z,5827,
24330,282,2022-03-06T13:33:08Z,2535,
24331,282,2022-03-06T13:33:12Z,652,
24332,282,2022-03-06T13:33:19Z,5106,
24333,282,2022-03-06T13:33:23Z,2979,
24334,282,2022-03-06T13:33:27Z,4244,
24335,282,2022-03-06T13:33:30Z,744,
24336,282,2022-03-06T13:33:40Z,6869,
24337,282,2022-03-06T13:33:43Z,3278,
24338,282,2022-03-06T13:33:47Z,2563,
24339,282,2022-03-06T13:34:19Z,2473,
24340,282,2022-03-06T13:34:21Z,4237,
24341,282,2022-03-06T13:34:24Z,1239,
24342,282,2022-03-06T13:34:28Z,653,
24343,282,2022-03-06T13:34:31Z,3088,
24344,282,2022-03-06T13:34:35Z,7267,
24345,282,2022-03-06T13:34:41Z,3103,
24346,282,2022-03-06T13:34:44Z,6113,
24347,282,2022-03-06T13:34:46Z,4520,
24348,282,2022-03-06T13:34:49Z,721,
24349,282,2022-03-06T13:34:53Z,8546,
24385,282,2022-03-06T13:46:21Z,3604,
24388,282,2022-03-06T13:47:29Z,2192,
24389,282,2022-03-06T13:47:51Z,4313,
24468,282,2022-03-06T13:58:51Z,5062,
24469,282,2022-03-06T13:58:51Z,5062,
24470,282,2022-03-06T13:59:13Z,6792,
24651,285,2022-03-06T15:43:28Z,1729,
24662,285,2022-03-06T15:44:10Z,1527,
24782,288,2022-03-06T16:49:57Z,6783,
24785,288,2022-03-06T16:49:57Z,6783,
24918,290,2022-03-06T17:41:06Z,844,
24921,290,2022-03-06T17:41:06Z,844,
24922,290,2022-03-06T17:42:43Z,8558,
25093,293,2022-03-06T19:30:09Z,2511,
25094,293,2022-03-06T19:30:09Z,2511,
25406,294,2022-03-06T20:45:02Z,2360,
25407,294,2022-03-06T20:45:02Z,2360,
25412,294,2022-03-06T20:45:28Z,3154,
25413,294,2022-03-06T20:45:28Z,3154,
25548,294,2022-03-06T21:02:56Z,9690,
25551,294,2022-03-06T21:05:18Z,9205,
25552,294,2022-03-06T21:05:18Z,9205,
25555,294,2022-03-06T21:06:16Z,7345,
25556,294,2022-03-06T21:06:16Z,7345,
25561,294,2022-03-06T21:07:48Z,2360,
25562,294,2022-03-06T21:07:48Z,2360,
25563,294,2022-03-06T21:07:59Z,8844,
25564,294,2022-03-06T21:07:59Z,8844,
25565,294,2022-03-06T21:08:31Z,8844,
25566,294,2022-03-06T21:08:31Z,8844,
25576,294,2022-03-06T21:09:22Z,2112,
25577,294,2022-03-06T21:09:22Z,2112,
25776,297,2022-03-06T22:09:14Z,7509,
25777,297,2022-03-06T22:09:14Z,7509,
25840,298,2022-03-06T22:19:05Z,8566,
25842,298,2022-03-06T22:19:05Z,8566,
25844,298,2022-03-06T22:19:24Z,9569,
25915,298,2022-03-06T22:24:43Z,4509,
25918,298,2022-03-06T22:24:43Z,4509,
25988,299,2022-03-06T22:28:13Z,8930,
25996,299,2022-03-06T22:30:25Z,8515,
25997,299,2022-03-06T22:30:25Z,8515,
26003,299,2022-03-06T22:33:05Z,4045,
26004,299,2022-03-06T22:33:48Z,3910,
26029,299,2022-03-06T22:35:14Z,1489,
26030,299,2022-03-06T22:35:14Z,1489,
26031,299,2022-03-06T22:35:32Z,3104,
26042,299,2022-03-06T22:36:30Z,912,
26043,299,2022-03-06T22:36:30Z,912,
26215,301,2022-03-06T23:28:57Z,3697,
26219,301,2022-03-06T23:28:57Z,3697,
26687,311,2022-03-07T01:51:04Z,8247,
26690,311,2022-03-07T01:51:04Z,8247,
26691,311,2022-03-07T01:51:32Z,8247,
26692,311,2022-03-07T01:51:32Z,8247,
26747,311,2022-03-07T01:52:07Z,9418,
26748,311,2022-03-07T01:52:07Z,9418,
26754,311,2022-03-07T01:52:45Z,204,
26755,311,2022-03-07T01:52:45Z,204,
26756,311,2022-03-07T01:53:20Z,2804,
26764,311,2022-03-07T01:53:27Z,204,
26767,311,2022-03-07T01:53:29Z,7220,
26768,311,2022-03-07T01:53:29Z,7220,
26786,312,2022-03-07T01:54:26Z,7292,
26799,312,2022-03-07T01:54:33Z,7292,
26846,312,2022-03-07T01:55:09Z,9418,
26849,312,2022-03-07T01:55:09Z,9418,
27352,320,2022-03-07T04:49:48Z,6854,
27353,320,2022-03-07T04:50:07Z,8244,
27354,320,2022-03-07T04:50:17Z,6092,
27431,320,2022-03-07T05:03:05Z,9521,
27432,320,2022-03-07T05:03:05Z,9521,
27491,320,2022-03-07T05:10:07Z,1002,
27492,320,2022-03-07T05:10:07Z,1002,
27562,320,2022-03-07T05:18:35Z,3457,
27563,320,2022-03-07T05:18:35Z,3457,
27821,325,2022-03-07T11:54:53Z,5158,
27822,325,2022-03-07T11:54:53Z,5158,
27883,325,2022-03-07T11:59:12Z,1423,
27884,325,2022-03-07T11:59:12Z,1423,
27886,325,2022-03-07T11:59:58Z,2382,
28042,327,2022-03-07T13:02:39Z,5059,
28048,327,2022-03-07T13:02:39Z,5059,
28189,329,2022-03-07T14:23:05Z,7587,
28190,329,2022-03-07T14:23:05Z,7587,
28510,332,2022-03-07T14:46:41Z,9868,
28511,332,2022-03-07T14:46:41Z,9868,
28740,334,2022-03-07T14:58:58Z,4846,
28741,334,2022-03-07T14:58:58Z,4846,
28743,334,2022-03-07T15:01:49Z,9461,
28835,335,2022-03-07T15:04:33Z,8177,
28867,336,2022-03-07T15:05:06Z,4846,
28969,338,2022-03-07T15:07:58Z,4237,
29161,339,2022-03-07T15:17:15Z,1312,
29162,339,2022-03-07T15:17:15Z,1312,
29278,339,2022-03-07T15:20:09Z,4262,
29279,339,2022-03-07T15:20:09Z,4262,
29287,340,2022-03-07T15:21:04Z,7478,
29288,340,2022-03-07T15:21:04Z,7478,
29858,346,2022-03-07T17:24:02Z,9007,
29859,346,2022-03-07T17:24:02Z,9007,
29862,346,2022-03-07T17:24:21Z,8004,
29863,346,2022-03-07T17:24:21Z,8004,
29864,346,2022-03-07T17:25:11Z,4655,
30057,347,2022-03-07T17:35:54Z,1736,
30058,347,2022-03-07T17:35:54Z,1736,
30153,348,2022-03-07T17:39:57Z,157,
30154,348,2022-03-07T17:39:57Z,157,
30162,348,2022-03-07T17:40:37Z,8943,
30179,348,2022-03-07T17:40:50Z,1736,
30182,348,2022-03-07T17:41:03Z,237,
30183,348,2022-03-07T17:41:03Z,237,
30194,348,2022-03-07T17:41:33Z,5738,
30200,348,2022-03-07T17:43:33Z,208,
30201,348,2022-03-07T17:43:33Z,208,
30205,348,2022-03-07T17:55:14Z,237,
30206,348,2022-03-07T17:55:14Z,237,
30615,351,2022-03-07T18:54:56Z,3977,
30616,351,2022-03-07T18:54:56Z,3977,
30678,352,2022-03-07T19:07:32Z,1978,
30681,352,2022-03-07T19:07:42Z,7635,
30682,352,2022-03-07T19:07:54Z,8720,
30683,352,2022-03-07T19:08:09Z,7797,
30684,352,2022-03-07T19:08:15Z,1476,
30685,352,2022-03-07T19:08:23Z,2598,
30686,352,2022-03-07T19:08:56Z,3586,
30687,352,2022-03-07T19:09:09Z,3091,
30688,352,2022-03-07T19:09:31Z,7140,
30691,352,2022-03-07T19:10:22Z,3640,
30692,352,2022-03-07T19:10:31Z,5570,
30693,352,2022-03-07T19:10:31Z,5570,
